timestamp,coin,mark_px,oracle_px,funding_hourly,oi_btc,oi_usd,cfi,regime,asymmetry,long_pressure,short_pressure,liq_within_2pct_usd,liq_within_5pct_usd,liq_within_10pct_usd,n_wallets,n_positions,sampled_notional_usd,coverage_ratio,n_null_liqpx,n_dust_filtered,n_far_filtered
2026-06-08T15:09:25+00:00,BTC,64000.0,64032.0,1.25e-05,30148.47948,1929502686.72,12.07,calm,0.3081,18169421.18736912,34353954.73897743,19768826.12547,44937842.735750005,68257874.17842999,300,50,435042832.75468,0.2254688919320542,18,7,25
2026-06-08T15:19:51+00:00,BTC,64030.0,64060.0,1.25e-05,30221.86294,1935105884.0482,12.09,calm,0.3203,17941275.90125801,34847124.7588357,19835317.7998,46931354.0329,71105121.79645,300,50,436617557.74292,0.2256298021426742,19,6,25
2026-06-08T15:31:16+00:00,BTC,63977.0,64000.0,1.25e-05,30387.38148,1944093504.94596,12.11,calm,0.3097,18089398.369899742,34322133.0007319,19793591.699,46832696.37183,63386841.89857,300,49,432655634.22487,0.2225487781961889,19,6,28
2026-06-08T15:42:32+00:00,BTC,63803.0,63831.0,1.25e-05,30251.9752,1930166773.6856,11.78,calm,0.3019,17712096.956458274,33031080.33317672,18769860.295670003,27907409.42691,68996838.87932001,300,47,430809840.2388001,0.2231982469660798,19,6,28
2026-06-08T15:53:44+00:00,BTC,63952.0,63977.0,1.25e-05,30434.39078,1946340159.16256,12.22,calm,0.2852,19146006.57257194,34425850.5546944,18811636.17874,45870854.10969,69171522.09962,300,47,438429970.53228,0.2252586571100298,17,6,30
2026-06-08T16:05:04+00:00,BTC,63800.0,63829.0,1.25e-05,30731.80536,1960689181.968,11.83,calm,0.2676,20076632.204943385,34746290.66446687,19838047.61389,28975224.23145,63362581.96216,300,48,463499242.3437401,0.2363960828704693,17,7,28
2026-06-08T16:16:28+00:00,BTC,63786.0,63811.0,1.25e-05,31169.12612,1988153878.69032,12.06,calm,0.2853,20173818.11092608,36277829.93877545,19838387.87574,28981725.43067,65258000.16333,300,50,468059839.01208,0.2354243522238885,18,6,27
2026-06-08T16:24:46+00:00,BTC,63932.0,63950.0,1.25e-05,31316.1989999999,2002107234.4679933,12.75,calm,0.2357,23051935.045337666,37271137.461286135,19886833.89222,51253183.838180006,69030933.01644,300,52,473152235.86638,0.2363271196071111,17,7,26
2026-06-08T16:34:51+00:00,BTC,63738.0,63760.0,1.25e-05,31067.90924,1980206399.13912,13.9,calm,0.1203,28024755.857879348,35692278.246030174,27639471.38085,36765496.02322,72975480.81908001,300,51,458329959.4454,0.2314556501002397,21,6,24
2026-06-08T16:38:03+00:00,BTC,63642.0,63662.0,1.25e-05,30966.97492,1970800217.85864,14.3,calm,0.0603,30941662.4891722,34911577.22309779,30383013.76127,39498942.83641,75862421.09312001,300,49,460457582.0851601,0.2336399082528351,22,5,25
2026-06-08T16:49:30+00:00,BTC,63624.0,63654.0,1.25e-05,30933.74532,1968128612.23968,14.31,calm,0.0519,31205205.49386173,34623457.2561437,30370790.67974,39740569.02833,62357534.3697,300,49,459886406.80271,0.2336668467409612,21,6,25
2026-06-08T16:56:11+00:00,BTC,63526.0,63557.0,1.25e-05,31013.29786,1970150759.85436,14.76,calm,-0.0112,34483243.36868123,33719200.31272595,33612759.28559,43623990.77437,65347262.18783,300,49,462137143.58927006,0.234569431439568,20,8,24
2026-06-08T17:07:29+00:00,BTC,63499.0,63520.0,1.25e-05,31416.97972,1994946795.24028,14.99,calm,-0.0383,37988714.48583659,35187018.88911003,39118342.53885999,49136614.48461,71672812.18788,300,50,488133052.63483,0.2446847473824669,16,6,27
2026-06-08T17:18:23+00:00,BTC,63443.0,63466.0,1.25e-05,31401.98368,1992236050.61024,14.78,calm,-0.0811,38875794.658569336,33040056.97506714,37600383.30784,47796297.39535,70312248.80887,300,49,486560401.38698,0.2442282887301141,17,7,26
2026-06-08T17:29:51+00:00,BTC,63610.0,63634.0,1.25e-05,31094.28372,1977907387.4292,15.72,calm,-0.0687,39658269.428462654,34562003.38463081,39205898.96359,50182111.02465,72745253.63600999,300,50,472033451.91406,0.2386529596451879,16,6,27
2026-06-08T17:38:33+00:00,BTC,63396.0,63428.0,1.25e-05,31149.34016,1974743568.78336,14.16,calm,-0.0947,71799857.99295013,59380220.767296046,50003681.6277,77454590.50262,130532551.90992,2000,262,926724194.83533,0.4692883721638273,63,23,82
2026-06-08T17:46:13+00:00,BTC,63291.0,63314.0,1.25e-05,31147.45206,1971353388.32946,14.39,calm,-0.1203,74429323.0302199,58450391.682248086,50804412.93397,73451892.81038,132660402.49614,2000,261,923577401.96162,0.4684991577001152,62,22,86
2026-06-08T17:56:13+00:00,BTC,63448.0,63475.0,1.25e-05,31127.37968,1974969985.93664,14.46,calm,-0.09,72636290.50310162,60645797.14566234,51591143.930630006,75411899.56174001,132838615.6474,2000,264,921838556.0871,0.4667607926456225,62,20,90
2026-06-08T18:06:13+00:00,BTC,63596.0,63621.0,1.25e-05,31129.69356,1979723991.64176,14.49,calm,-0.0507,70351578.07839957,63557320.72744062,51766171.92024,76508821.53472,137159073.58745998,2000,262,923885100.75656,0.4666736901998111,62,20,90
2026-06-08T18:16:13+00:00,BTC,63548.0,63576.0,1.25e-05,31108.41806,1976877750.87688,14.44,calm,-0.0627,71030988.79846048,62654342.65639277,52108797.18589001,76292807.8736,135056492.77864,2000,263,925655141.18341,0.4682409626861442,63,21,88
2026-06-08T18:26:13+00:00,BTC,63545.0,63574.0,1.09949e-05,31027.3472,1971632777.824,14.25,calm,-0.0368,67883525.64352599,63068224.74262518,48504086.51953,72961984.19474,131725564.39461002,2000,259,919064498.46305,0.4661438523442377,66,19,90
2026-06-08T18:36:13+00:00,BTC,63552.0,63585.0,7.917e-06,30812.48128,1958194810.30656,13.49,calm,0.0657,57121415.12856829,65151507.08257127,38491613.17834,61906308.533160016,121114988.90616,2000,260,906330261.03691,0.46283968084616767,63,21,92
